parameter_set,epsilon,solver,embedding_precision,block_size,q,q_bits,power2_ceiling,absolute_gap,relative_gap,acceptance_ratio,expected_attempts,SD,RD,log2_renyi_minus_one,exact_linf_svp,heuristic_bkz,global_svp_certified,interval_post_verified,selected,status
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49793,16,65536,15743,0.24021911621093750000000000000000000000000000000000,0.75978088378906250000000000000000000000000000000000,1.3161689394091538971341353202257345409997389191252,0.000023338328864812020164945470180418861955522838229652,1.0000105702653102434001903223234179341687576864677,-16.529628886082458729175355367729350904250853465508,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50037,16,65536,15499,0.23649597167968750000000000000000000000000000000000,0.76350402832031250000000000000000000000000000000000,1.3097507844195295481343805583867937726082698802886,0.000021255307368009472935562190440426456099458733416944,1.0000140149889823695481378873795022960590632630238,-16.122669864214607762469106450011220120740568467486,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50154,16,65536,15382,0.23471069335937500000000000000000000000000000000000,0.76528930664062500000000000000000000000000000000000,1.3066953782350360888463532320453004745384216612832,0.000016396011671104652552210115490723130468525490448249,1.0000071699397666875293417147169103189143526202216,-17.089607570155181607477660356794707861885633741181,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50276,16,65536,15260,0.23284912109375000000000000000000000000000000000000,0.76715087890625000000000000000000000000000000000000,1.3035245445142811679528999920439175749860768557562,0.000016544495618741481624938227035497044262212061766552,1.0000087901431371068362018629678048767628614294409,-16.795681911178149988072393798750994475032300275714,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50388,16,65536,15148,0.23114013671875000000000000000000000000000000000000,0.76885986328125000000000000000000000000000000000000,1.3006271334444709057712153687385885528300388981504,0.000022471040585532835379068240744752233151410113844896,1.0000118237519831237751810372584387186921174275757,-16.367952561720195431506586968629129112465450818025,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50749,16,65536,14787,0.22563171386718750000000000000000000000000000000000,0.77436828613281250000000000000000000000000000000000,1.2913751995113204201068001339927880352322213245581,0.000019586248796189056227582357014181172316237819298697,1.0000113615293968105628978822613014515922461649419,-16.425483422632941881471364213312143619279960146936,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50866,16,65536,14670,0.22384643554687500000000000000000000000000000000000,0.77615356445312500000000000000000000000000000000000,1.2884048283725867966814768214524436755396532064640,0.000017890796734883864780966760338726897019081824778400,1.0000105987943128560055624179804386028897328830116,-16.525740316987623532768400877398563616800001297225,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,51461,16,65536,14075,0.21476745605468750000000000000000000000000000000000,0.78523254394531250000000000000000000000000000000000,1.2735080935077048638774994656147373739336584986689,0.000019877641683363500496709030694083678796255627302105,1.0000136175797774950278645483317227802965698107574,-16.164170155320925055289820677082152027535391898614,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,51578,16,65536,13958,0.21298217773437500000000000000000000000000000000000,0.78701782226562500000000000000000000000000000000000,1.2706192562720539765016092132304470898445073480941,0.000020796493868322069236791111531128267583021076453367,1.0000156606468888333494627007952952377798354977443,-15.962496667680359738954864216107994614415736482897,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,52173,16,65536,13363,0.20390319824218750000000000000000000000000000000000,0.79609680175781250000000000000000000000000000000000,1.2561286489180227320644777950280796580606827286144,0.000022432508883433069242501017727720067501970009601236,1.0000181753908868240224302884959360674156000554381,-15.747654082813621776972300768345249090694886934410,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,71072,17,131072,60000,0.45776367187500000000000000000000000000000000000000,0.54223632812500000000000000000000000000000000000000,1.8442143178748311571364250337685727149932462854570,0.000013213385122681669545517978774560287708956136224874,1.1967905607158449725317472646045178258531420141994,-2.3452670730671020343852053301792804946057051571459,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,71667,17,131072,59405,0.45322418212890625000000000000000000000000000000000,0.54677581787109375000000000000000000000000000000000,1.8289031213808307868335496113971562922963149008609,0.000012836838785296984553979148931394806028136266711722,1.1868351365398716299841331766375215424646005457501,-2.4201622985925714659871062853430011787311245239936,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,71784,17,131072,59288,0.45233154296875000000000000000000000000000000000000,0.54766845703125000000000000000000000000000000000000,1.8259222110776774768750696534046584197035551097738,0.000011561033125387390442731751639826929097283950575631,1.1848969511535068329229284811651685872506499316746,-2.4352066591770586873707690967298903478284514018695,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,72379,17,131072,58693,0.44779205322265625000000000000000000000000000000000,0.55220794677734375000000000000000000000000000000000,1.8109120048632890755605907790933834399480512303292,0.000010650750928884165646703622922342551131618867363025,1.1751374217409323336778474296653742296247652196585,-2.5134407164739221835789943206810238343140997713329,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,72496,17,131072,58576,0.44689941406250000000000000000000000000000000000000,0.55310058593750000000000000000000000000000000000000,1.8079894063120723902008386669609357757669388655926,0.000013053351525768361593125976603052603756239436756516,1.1732371872676864134372069378482718230440774692959,-2.5291794412199866453270147461436450019962334047198,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,72857,17,131072,58215,0.44414520263671875000000000000000000000000000000000,0.55585479736328125000000000000000000000000000000000,1.7990309784921146904209616097286465267578956037169,0.000015665662081277935897143518183290143422079193295408,1.1674125747846969334389780255852202765429086505054,-2.5785201984317499564745709129640319096815759974889,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,73091,17,131072,57981,0.44235992431640625000000000000000000000000000000000,0.55764007568359375000000000000000000000000000000000,1.7932714014037295973512470755633388515685925763774,0.000011822130555652656624880471377136328430880878411524,1.1636678287847872083146660034281314030492781055945,-2.6111573272227426650676472927276252674241461316955,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,73452,17,131072,57620,0.43960571289062500000000000000000000000000000000000,0.56039428710937500000000000000000000000000000000000,1.7844578772531721396286009911234547731852093884442,0.000018803852114580578950302885449463822671301793886603,1.1579375213807135980475572535906208334316556633788,-2.6625741404131733450232154667127098285403451625083,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,73569,17,131072,57503,0.43871307373046875000000000000000000000000000000000,0.56128692626953125000000000000000000000000000000000,1.7816199758050265736927238374858975927360708994277,0.000015782639330217752759834959014123102518234296588723,1.1560924088212459997074466425574495201131340781127,-2.6795277178677912328779669339070847169673749401517,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,74164,17,131072,56908,0.43417358398437500000000000000000000000000000000000,0.56582641601562500000000000000000000000000000000000,1.7673264656706757995793107167898171619653740359204,0.000018889763175520413707294109506823650999326014567323,1.1467993141288578111189261066631786173005136197220,-2.7680828672049224747828851984460204966062575103165,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,74281,17,131072,56791,0.43328094482421875000000000000000000000000000000000,0.56671905517578125000000000000000000000000000000000,1.7645427498283544917273596208990185915644646679501,0.000015897374072964999527717867222305503143812470827641,1.1449894653866899235625806605031436780088609986400,-2.7859800138644062055407619569697078287883462914885,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,74876,17,131072,56196,0.42874145507812500000000000000000000000000000000000,0.57125854492187500000000000000000000000000000000000,1.7505208611571130936481649660772477162241572733586,0.000018974040370458080550748879920056116814140308298830,1.1358731394115800469759864705953170858597723527776,-2.8796678151458364291294530864392720896675694705850,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,75548,17,131072,55524,0.42361450195312500000000000000000000000000000000000,0.57638549804687500000000000000000000000000000000000,1.7349499655847937734949965584793773494996558479377,0.000010299005310040867113915675946726083962314075061305,1.1257498943224256565048618442168847521781699725257,-2.9913709072667110518243073690017154592633274037123,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,76143,17,131072,54929,0.41907501220703125000000000000000000000000000000000,0.58092498779296875000000000000000000000000000000000,1.7213926427905388545237250962005699801688927412894,0.0000092682670105114596954858704722731502134904364023659,1.1169358957039408819067614506571752119440304695751,-3.0962102342665873128473541434585198523579047926921,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,76260,17,131072,54812,0.41818237304687500000000000000000000000000000000000,0.58181762695312500000000000000000000000000000000000,1.7187516391292945187516391292945187516391292945188,0.0000087422882099531963440386280539889676665345572837817,1.1152189203456494817281025856505431691190830360557,-3.1175504506112455109288920972673119634989154878963,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,76855,17,131072,54217,0.41364288330078125000000000000000000000000000000000,0.58635711669921875000000000000000000000000000000000,1.7054453191074100579012425997007351506082883351766,0.0000070373899355300973798752608080690731192454447581265,1.1065682635968514644962986127338922044504234925163,-3.2301502324785469137719415539270716007880944104589,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,76972,17,131072,54100,0.41275024414062500000000000000000000000000000000000,0.58724975585937500000000000000000000000000000000000,1.7028529855012212233019799407576781167177674998701,0.000011441928807302364453292344472187370570698607795023,1.1048829603395319966855706960774441431820963293837,-3.2531477833255776603000192905967918700753449962278,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,77333,17,131072,53739,0.40999603271484375000000000000000000000000000000000,0.59000396728515625000000000000000000000000000000000,1.6949038573442126905719421204401743110961685179677,0.000012323795007162909708054907402702702675803915544238,1.0997151800542734455754263766981965761051975643677,-3.3260430409992178400438103996094237136352839965209,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,77567,17,131072,53505,0.40821075439453125000000000000000000000000000000000,0.59178924560546875000000000000000000000000000000000,1.6897907615351889334381889205461085255327652223239,0.000010294116265767436925660346182327228164000068535264,1.0963911479790728813510111390017967956695012138809,-3.3749555262351842967192701237982230097151959751485,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,77928,17,131072,53144,0.40545654296875000000000000000000000000000000000000,0.59454345703125000000000000000000000000000000000000,1.6819628374910173493481162098347192280053382609588,0.000015452714812112379835183505626126618684409582661493,1.0913022396403894302820906313189767794315687527986,-3.4532059398778968076182801352074277436342000113715,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,78045,17,131072,53027,0.40456390380859375000000000000000000000000000000000,0.59543609619140625000000000000000000000000000000000,1.6794413479402908578384265487859568197834582612595,0.000010543471868588615075204568240726448277001938940275,1.0896630372024902367764547522453227357735448779095,-3.4793428204022148663900696701808373514469114253967,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,78640,17,131072,52432,0.40002441406250000000000000000000000000000000000000,0.59997558593750000000000000000000000000000000000000,1.6667344862665310274669379450661241098677517802645,0.000014058517617487777612175241639744008991637382890893,1.0814024700259635698064447553336220216222704142060,-3.6187836183772596577845977539724581928625197605447,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,78757,17,131072,52315,0.39913177490234375000000000000000000000000000000000,0.60086822509765625000000000000000000000000000000000,1.6642584151250047614815191030638546414921848216666,0.000011430460293363497113698109517740767312045633737990,1.0797928223457789616451785400672926801567880752510,-3.6475972131501405601855760345311540036236919373000,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,79352,17,131072,51720,0.39459228515625000000000000000000000000000000000000,0.60540771484375000000000000000000000000000000000000,1.6517794132473031555600362939812481096884766609537,0.000014092902441307035759306866733295013752027816679616,1.0716805272412676284828120437875772406460733883296,-3.8022749406944321856763393678503072008527997723356,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,80024,17,131072,51048,0.38946533203125000000000000000000000000000000000000,0.61053466796875000000000000000000000000000000000000,1.6379086274117764670598820353893831850444866540038,0.0000099629046247137895350115459845127011911155765637207,1.0626636078046613046594091858213487251721401583356,-3.9962283557176119822568128630838585467348815238863,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,80619,17,131072,50453,0.38492584228515625000000000000000000000000000000000,0.61507415771484375000000000000000000000000000000000,1.6258202160780957342561927089147719520212356888575,0.0000089801213149440132393857845197682956215718701398633,1.0548054701362295466535118882106612006191375710697,-4.1895362939509503656604996285849843486700854185676,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,80736,17,131072,50336,0.38403320312500000000000000000000000000000000000000,0.61596679687500000000000000000000000000000000000000,1.6234641300039635354736424891002774474831549742370,0.0000078719366440911235227551996966130110680363897922029,1.0532738968051497858776480616208462701459198477397,-4.2304273767591169359340038857937803669576047757442,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,81331,17,131072,49741,0.37949371337890625000000000000000000000000000000000,0.62050628662109375000000000000000000000000000000000,1.6115872176660805842790571860668133921874807883833,0.0000059373778382666663310524344152885122967534866216721,1.0455533782941911461976051623953118771706305466885,-4.4562981397529641606437205093113309989900695101218,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,81448,17,131072,49624,0.37860107421875000000000000000000000000000000000000,0.62139892578125000000000000000000000000000000000000,1.6092721736568117080836852961398683822807189863471,0.000010007618555388125568981139839056956748149644819965,1.0440485101759296093943032225309079353118171441553,-4.5047629651385924476735107806852488803557198574777,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,81809,17,131072,49263,0.37584686279296875000000000000000000000000000000000,0.62415313720703125000000000000000000000000000000000,1.6021709102910437726900463274211883778068427679106,0.000011551176236655776165180651039793112524972107908656,1.0394324408214777049413109510688664388720092963891,-4.6644731754472988847829122065292365638630974351121,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,82043,17,131072,49029,0.37406158447265625000000000000000000000000000000000,0.62593841552734375000000000000000000000000000000000,1.5976012578769669563521567958265787452921029216387,0.0000089328289839517964318254282659444539162691801637295,1.0364620281910762651047537346316708935039245422551,-4.7774613766196882234298016148728939330107890430119,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,82404,17,131072,48668,0.37130737304687500000000000000000000000000000000000,0.62869262695312500000000000000000000000000000000000,1.5906023979418474831318868016115722537740886364740,0.000013818958198491273529451065896486300901682440716998,1.0319125893624042209835271315656803842492029954478,-4.9697305172671435560348474782356932514441130993973,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,82521,17,131072,48551,0.37041473388671875000000000000000000000000000000000,0.62958526611328125000000000000000000000000000000000,1.5883472085893287769173907247852061899395305437404,0.0000098007586450768306940334861019122266396688618389548,1.0304466668079159965826830619618431659947329501663,-5.0375718940866082653857968913319387933657701836509,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,83116,17,131072,47956,0.36587524414062500000000000000000000000000000000000,0.63412475585937500000000000000000000000000000000000,1.5769767553780258915250974541604504547860821021223,0.000012061644674843443588791075843826955718260152278221,1.0230557003807965733665732148007283074655769087039,-5.4387326974989940212256068473108518307921916792255,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,83233,17,131072,47839,0.36498260498046875000000000000000000000000000000000,0.63501739501953125000000000000000000000000000000000,1.5747600110533081830523950836807516249564475628657,0.0000099009751652048887583328421454139199729096302296076,1.0216148099703696563458694045277755281947148305658,-5.5318360371407438039737298810673110788002097188205,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,83828,17,131072,47244,0.36044311523437500000000000000000000000000000000000,0.63955688476562500000000000000000000000000000000000,1.5635825738416758123777258195352388223505272701245,0.000012107486897421819788382581328742649196181392767243,1.0143507275740577682480186480978324069271115610568,-6.1227323071681317903082008520096903291610870169587,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,84500,17,131072,46572,0.35531616210937500000000000000000000000000000000000,0.64468383789062500000000000000000000000000000000000,1.5511479289940828402366863905325443786982248520710,0.000010205435415772329961049415097151690559393850477996,1.0063901947706629925663341283193231777952460745222,-7.2899243800332817682860798008551746776266502226599,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,85095,17,131072,45977,0.35077667236328125000000000000000000000000000000000,0.64922332763671875000000000000000000000000000000000,1.5403020153945590222692285093131206298842470180387,0.0000089066548594750394321515701996592456883964988690952,1.0010200013549347969063835325206738036379754587204,-9.9372132160374593774601548663843865841826757205604,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,85212,17,131072,45860,0.34988403320312500000000000000000000000000000000000,0.65011596679687500000000000000000000000000000000000,1.5381871097967422428765901516218372999108106839412,0.0000096151987778214923140816615027093009579051420115864,1.0005699686141126743437729835468735068754648930610,-10.776829901518871951390841199799035704252111459711,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,85807,17,131072,45265,0.34534454345703125000000000000000000000000000000000,0.65465545654296875000000000000000000000000000000000,1.5275210647149999417296957124710105236169543277355,0.0000074540498750849888999496881101554067053324719616187,1.0000197787186409271937822427139355097045688512583,-15.625691509930258678760687763415884753669309172157,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,85808,17,131072,45264,0.34533691406250000000000000000000000000000000000000,0.65466308593750000000000000000000000000000000000000,1.5275032630990117471564422897631922431474920753310,0.0000042005686860857292816295808257700045112361018250401,1.0000196414032733113603434287235408047353856043799,-15.635742468250300522056280421753719988609690110775,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,85924,17,131072,45148,0.34445190429687500000000000000000000000000000000000,0.65554809570312500000000000000000000000000000000000,1.5254410874726502490573064568688608537777570876589,0.000010599895283870662377897029807113098890550893085833,1.0000118166067698917883949334051753806635264706133,-16.368824660499869509434732592416547651537192970163,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,86285,17,131072,44787,0.34169769287109375000000000000000000000000000000000,0.65830230712890625000000000000000000000000000000000,1.5190589326070580054470649591470128063974039520195,0.000010858716047983027039943415514349671195259224094756,1.0000048328905845169379900020349887204163731060574,-17.658682236458324191756842370876776863792910297304,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,86519,17,131072,44553,0.33991241455078125000000000000000000000000000000000,0.66008758544921875000000000000000000000000000000000,1.5149504733064413597013372785168575688577075555658,0.000010186258509713404851985230949337193042547508055729,1.0000041358487193250625064371780727720881093785514,-17.883385153466071200978415531764094673779674927392,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,86880,17,131072,44192,0.33715820312500000000000000000000000000000000000000,0.66284179687500000000000000000000000000000000000000,1.5086556169429097605893186003683241252302025782689,0.000013031113774119285247802266967380262454226687776806,1.0000066226006492848921848325031542116464387623970,-17.204170704701225828419590366226505727271884702129,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,86997,17,131072,44075,0.33626556396484375000000000000000000000000000000000,0.66373443603515625000000000000000000000000000000000,1.5066266652873087577732565490764049335034541420969,0.000010165052593926715493526254363728208752851893804170,1.0000048964142517844179657256440219752945571692918,-17.639842949669162292456932113040151417912514521179,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,87592,17,131072,43480,0.33172607421875000000000000000000000000000000000000,0.66827392578125000000000000000000000000000000000000,1.4963923645995068042743629555210521508813590282218,0.000012216037535292660892632165922204615325988481953731,1.0000071190542973736527498092806608241006987662034,-17.099882964523893201875574392313280503617000296738,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,87709,17,131072,43363,0.33083343505859375000000000000000000000000000000000,0.66916656494140625000000000000000000000000000000000,1.4943962421188247500256530116635693030361764471149,0.000011057830962750844998492130638167945446189519576733,1.0000069777468474979678705350387579547008971367838,-17.128807311786772042429751140363241776110109249439,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,88304,17,131072,42768,0.32629394531250000000000000000000000000000000000000,0.67370605468750000000000000000000000000000000000000,1.4843268708099293350244609530712085522739626743975,0.000012559424062205368942875026250222981656395064344132,1.0000088465414541471685419762304511444778118059875,-16.786455023978045158080435974046441914646150758824,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,88976,17,131072,42096,0.32116699218750000000000000000000000000000000000000,0.67883300781250000000000000000000000000000000000000,1.4731163459809386800935083618054306779356230893724,0.000012514488789355646043400145869766875496779864126473,1.0007887219242240147327993998101382566477381200737,-10.308195633500145048160900748733508514444212671854,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,89571,17,131072,41501,0.31662750244140625000000000000000000000000000000000,0.68337249755859375000000000000000000000000000000000,1.4633307655379531321521474584407899878308827633944,0.000010216861427529287374300688783156431069568244143255,1.0000319361566966143415343699556549859110726243679,-14.934449769964323989712562459850018401873145786898,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,89688,17,131072,41384,0.31573486328125000000000000000000000000000000000000,0.68426513671875000000000000000000000000000000000000,1.4614218178574614218178574614218178574614218178575,0.000012209729920267047812134006381407934478672551759812,1.0000173622659024847626875928306464350765097990103,-15.813685232129417765519428157513301625409789357459,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,90283,17,131072,40789,0.31119537353515625000000000000000000000000000000000,0.68880462646484375000000000000000000000000000000000,1.4517904810429427466964987871470819534131564081832,0.0000097996781733879481540935646626198542315348221447706,1.0000029812579808827313278317244930677620193098173,-18.355647346079558873383673567138507735022549725240,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,90400,17,131072,40672,0.31030273437500000000000000000000000000000000000000,0.68969726562500000000000000000000000000000000000000,1.4499115044247787610619469026548672566371681415929,0.000012730696452465614008057724826156641140108083090277,1.0000041514932697122595179277763110780670959784155,-17.877938209898061261865050901311115490454286082905,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,90761,17,131072,40311,0.30754852294921875000000000000000000000000000000000,0.69245147705078125000000000000000000000000000000000,1.4441445114090854001167902513193993014620817311400,0.000011335401682566476596556154199208320157121499292095,1.0000042121988212940696311599177557480565513701219,-17.856995034260331806163422698146304283953208961151,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,90995,17,131072,40077,0.30576324462890625000000000000000000000000000000000,0.69423675537109375000000000000000000000000000000000,1.4404307929007088301555030496181108852134732677620,0.000012461478299297188068186501936356333861612350123220,1.0000050218827082890216321563733032480378142819582,-17.603340236084308655039822439301822522565236868516,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,91356,17,131072,39716,0.30300903320312500000000000000000000000000000000000,0.69699096679687500000000000000000000000000000000000,1.4347388239415035684574631113446297999036735408731,0.000013433280369545012153340167510190261537407802565676,1.0000065391400263550277863059408338715827394814932,-17.222467652452695575339597222303326044901443639600,false,true,false,true,false,renyi_requirement_failed
